en,cs,position,score,rel_score,ratio_score,index,correctness,freqs
reasonably,myslím,8,0.5452364878105869,0.0983391452263536,0.8471987748164028,7217,no,212854
hopes,doufaje,0,0.5674507804190128,0.0,1.0,6356,no,332841
naked,obličejem,4,0.4307589992184503,0.0528376550380806,0.8907402386409975,6810,no,176179
module,moduly,4,0.5886130803139815,0.081852876810367,0.8779164311914704,6487,no,233073
barnes,mcconaughey,1,0.5667167411379004,0.0068082537626188,0.9881291071476322,6704,no,3001
sufficiently,dostatečně,0,0.7396824320111726,0.0,1.0,6137,yes,106898
frances,robertsová,2,0.6277395490814293,0.0091506029003058,0.9856323686716884,7293,no,997
payment,vyplácení,6,0.6552324445822818,0.0431270363336019,0.9382452196724792,5787,no,1083253
larvae,vylíhlé,8,0.6034453018819411,0.0360572446594731,0.9436167301373865,7175,no,26769
edmonton,winnipegu,8,0.5828418374135549,0.0544383184625135,0.9145771008863798,5669,no,4586
latvia,ukrajina,7,0.6169182623922129,0.1553498675019017,0.7988394684587053,6885,no,314
investigate,vypátrat,5,0.6014698307491124,0.070336819249553,0.8953019901638474,5966,no,241373
drove,dojeli,7,0.5259430746189153,0.0883663341706977,0.8561533766106435,6604,no,210245
sad,hrozné,5,0.4626311572757705,0.0649541123741567,0.8768841434537089,6829,no,358106
auxiliary,pomocnými,9,0.4601830363360792,0.083827346174563,0.8459085545615976,6262,no,31278
comprising,čítající,8,0.5447315820662939,0.0780629769056526,0.8746569381811684,6933,no,75311
hoped,chtěli,3,0.6273679090577575,0.0544913163678215,0.9200842133743792,6965,no,177813
budapest,nyíregyháza,6,0.619946792370349,0.0884817368063834,0.8751013925015012,6271,no,1009
ports,přístavů,0,0.6383327966514158,0.0,1.0,5821,yes,129823
circus,cirkusu,0,0.5154213271947842,0.0,1.0,6658,no,44038
stamp,bankovek,0,0.5227986591724556,0.0,1.0,6892,no,105708
rescued,zajata,9,0.5606662585650999,0.0783353228513175,0.8774098137947035,6011,no,59230
charleston,queenstown,9,0.5291294882989556,0.0786791198466044,0.8705528043002607,6745,no,8332
forbes,forbes,0,0.6320662259668051,0.0,1.0,6924,yes,1948
certificate,diplomu,6,0.5521041135487466,0.1019036735426863,0.8441858406673072,5690,no,269420
julie,annette,6,0.5772354718268483,0.0309833027096987,0.9490589504848688,6453,no,2984
quiet,poklidné,4,0.517878179423203,0.0783841264277909,0.8685408658930401,6664,no,424884
darwin,darwin,0,0.6361437333186585,0.0,1.0,7311,yes,2059
enrolled,navštěvoval,2,0.6478727351255195,0.0347551621819014,0.9490862264507636,6247,no,122426
debates,debat,1,0.6256488929779206,0.0430121539165604,0.9356742042678792,7318,no,86744
beetles,nosatcovití,0,0.5930367844996998,0.0,1.0,6377,no,17842
richards,conway,9,0.5726624458916137,0.021981025632221,0.963034950041758,6769,no,1736
mask,maska,2,0.470958666785378,0.0264629468950837,0.946799764692004,6761,yes,153562
insert,přidat,8,0.5420071732858786,0.1283530405740376,0.8085312375044094,7316,no,147613
balls,míčků,3,0.5260894381202261,0.0146815576964789,0.9728506931583748,6035,no,222970
finite,infinitezimální,3,0.6285955044389759,0.0222600069473077,0.9657988500398572,6992,no,45438
churchill,churchill,0,0.6472718857164393,0.0,1.0,6945,yes,2825
fac,myslím,5,0.4857274363941701,0.0328550828484056,0.9366444459092206,6773,no,4594
fur,kožešin,5,0.5372690100252815,0.0394116110952087,0.9316578195073868,6894,no,95417
draws,střetává,0,0.4660889682162444,0.0,1.0,7243,no,158651
ethiopia,sýrie,8,0.528911606102251,0.087640688671096,0.8578536007179829,6601,no,1566
bunch,nicneříkající,0,0.5353244294158985,0.0,1.0,6637,no,361088
placement,umístěte,8,0.4466379868936062,0.1400403083245545,0.7612996603658578,7214,no,219681
circus,cirkuse,8,0.4807673175767681,0.034654009618016,0.9327656660879308,6658,no,44038
krishna,višvanátha,2,0.4766393956463844,0.0147038322306188,0.9700742141208474,7290,no,1821
pronounced,vyslovováno,1,0.5581057726437969,0.013278526831623,0.9767607775645676,5791,no,120440
explosion,explozi,1,0.7245035180421429,0.0052254469228879,0.9928391948603296,5990,no,116122
prototype,prototypy,1,0.7418707528450179,0.0740538891472006,0.9092393030729092,5939,no,86621
lit,osvětlen,6,0.4402329171790796,0.0491675158254989,0.8995352016269283,6897,no,124561
rochester,pittsburgh,9,0.569707030688503,0.0492509899639169,0.9204291917697368,6050,no,4242
handling,obstarávání,2,0.5220637995120501,0.0230024208564127,0.9577988508609776,5685,no,350785
kyle,chris,3,0.5360879057879028,0.0145100431807817,0.9736467540281248,6342,no,2976
descriptions,detailní,4,0.5812501594397895,0.1744588176022906,0.7691455005799458,7317,no,142569
kurt,helmuth,1,0.5265937749403624,0.0018982438635206,0.9964081882110218,6221,no,3530
duncan,mcdermott,4,0.5830841276766923,0.007921311040652,0.986596889771702,5778,no,1804
cruise,tankerů,9,0.5064394824708958,0.0561468909685682,0.9001986297227481,5857,no,240158
coordinates,souřadnice,4,0.5994579206315234,0.028381740577831,0.9547946038911244,6616,yes,57496
distinguish,rozlišitelné,5,0.596126362309058,0.050509596662857,0.921888667089962,6640,no,119432
bacteria,bakterií,0,0.7541513933106001,0.0,1.0,6650,yes,272230
burn,zapálit,5,0.4356438160707826,0.0382204420592753,0.9193430578408696,6025,no,352436
intense,nejintenzivnější,4,0.5508141550408455,0.0418799958415339,0.9293396167666162,6251,no,322515
memphis,jacksonville,3,0.5388228704787424,0.0339702876561053,0.9406936218185274,5996,no,10784
ash,lahar,6,0.4023979096750123,0.049459935469838,0.8905409389229861,6497,no,63688
educator,popularizátor,5,0.6348228957062729,0.1094650316144807,0.8529264984741498,7149,no,50050
fbi,vyšetřovatel,5,0.5728488329059984,0.1481138192375091,0.7945610375278814,6454,no,4093
disruption,zablokované,8,0.6091152276588331,0.0695857011426162,0.8974722176003193,6228,no,60849
diet,stravy,2,0.5307710163664247,0.0140320390150739,0.9742438320114633,5845,no,1259119
subway,tramvajové,4,0.5569911532514251,0.1321457042635101,0.8082446137911783,7024,no,54979
intense,intenzivnější,5,0.5468885963395829,0.0458055545427965,0.9227163715474448,6251,no,322515
variables,proměnná,3,0.6653270146826967,0.1017831563719454,0.867316116755418,7276,no,170150
worcester,winchester,8,0.5594533225797496,0.039607473126727,0.9338840508165492,7328,no,6455
sculptures,obrazy,5,0.6530783389835516,0.088036790088576,0.8812103725384778,6648,no,53343
firms,subdodavatelů,9,0.5808897148125373,0.1587197430161931,0.7854006038779624,6558,no,543789
trinidad,tobago,4,0.5903825335138171,0.0155123400692458,0.9743976376999016,6580,no,2154
estimates,odhaduje,5,0.6316146552173127,0.0930586506486496,0.8715853752368492,6896,no,243130
complicated,komplikovaný,9,0.6329677359069812,0.1078381102181804,0.8544313455647854,5901,yes,388795
loose,roztrhání,8,0.4378362244633815,0.039365843674188,0.9175069717785894,6504,no,321042
intensity,amplitudy,7,0.5440385156327294,0.1374903116226613,0.7982619280003848,6997,no,195730
sending,odeslala,4,0.5799946273739878,0.0214047608830296,0.9644084092851088,5765,no,400733
paragraphs,ozdrojovat,6,0.5756206613060766,0.0524066088864638,0.9165536094150862,7000,no,78042
ethiopia,somálsko,5,0.5506016931952884,0.0659506015780586,0.8930332396178933,6601,no,1566
electron,elektron,2,0.6931124200079426,0.006398864614698,0.990852378288436,6748,yes,47449
mann,weller,4,0.4862641166322622,0.008455772129203,0.9829079599965708,7270,no,1975
altered,pozměněné,5,0.6125599151575845,0.048679791848206,0.9263810213868784,6270,no,140529
tune,melodií,4,0.5727547129292954,0.0123619534292516,0.9788726690931814,6782,no,197728
sleeping,vzteky,2,0.5018765111730004,0.0212543091807585,0.9593709482335878,7369,no,299619
warrior,bojovníka,3,0.5610219568363928,0.0530520700860606,0.9136063931055008,5815,yes,67574
sheet,papírový,9,0.4185753981756785,0.0345493174362533,0.92375318263186,5705,no,311451
temples,chrámech,7,0.6127947177461049,0.1134392441693511,0.843797935488788,5702,no,72570
alexandria,alexandrijských,9,0.4980019279445422,0.1060224102016565,0.8244732811147176,6543,no,7066
deer,zvěře,0,0.5928314315908156,0.0,1.0,6408,no,121198
uganda,nigérií,3,0.5439403234418068,0.0155532415991767,0.9722012145071992,5800,no,2343
mohammad,bakr,9,0.5424112942378015,0.0425849626852107,0.9272047262161968,7257,no,712
bach,koncertantní,6,0.5370949533645728,0.0381806331650336,0.9336307083786378,6928,no,1550
delayed,odloženy,6,0.5536255934123633,0.0513714992400446,0.915088022960865,6288,no,135808
cyclone,hurikánu,1,0.5507260689862641,0.0089747116165292,0.983965161515652,6444,no,12960
macedonia,makedonii,2,0.7033150653793856,0.0756859656484227,0.9028422779510789,6007,no,554
explaining,vysvětli,1,0.6766584947513946,0.0003067821957324,0.999546827280247,5973,no,169624
cites,citovat,2,0.5528506830024873,0.0221683087375379,0.9614476929354004,6636,no,41017
crop,plodinách,7,0.5378378471932077,0.0879358617762282,0.859476579926877,6843,no,180772
henderson,whitford,7,0.6063789434326724,0.0465668518293064,0.928681902590976,6199,no,7086
variants,varianty,1,0.7086558586764159,0.0169543611877068,0.9766343406920568,6349,yes,59912
stationed,dislokované,0,0.6510328287054006,0.0,1.0,6994,no,41580
skill,zručnost,9,0.6274470842236151,0.1270695212256849,0.8315881714094052,6250,no,429058
enable,umožňující,4,0.7155399859560709,0.0189327647327325,0.9742226451356064,6418,no,600062
happening,takovéhle,0,0.5604823408021143,0.0,1.0,7066,no,467658
arcade,gamecube,3,0.5442264767433738,0.036955433191637,0.9364133112887676,6479,no,45634
tyler,fitzpatrick,8,0.5585343993033898,0.0184943898196657,0.9679489305069636,5981,no,3957
dale,richards,6,0.5157492816467366,0.0381912895392495,0.9310552584052798,6167,no,3913
lacks,nemá,9,0.5022271800621361,0.1128068785037978,0.8165843388139706,6155,no,92365
bits,bity,2,0.5689008850840885,0.0222325988352831,0.962389884112341,6780,no,206273
gerald,henry,1,0.5604663707087908,0.0040319247709855,0.9928575076253175,6494,no,986
freight,nákladní,0,0.7324458058082375,0.0,1.0,6154,yes,79405
climb,parbat,8,0.5375162476451021,0.0343996563328895,0.9398518976415572,6948,no,194236
comparable,porovnatelné,1,0.5977623345687035,0.0109665487118058,0.9819845106532388,6104,no,176111
imo,myslím,0,0.6013776440284722,0.0,1.0,7140,no,8686
provisions,zákonných,3,0.6290870687351053,0.0924686399222547,0.8718482317958285,6130,no,278535
paradise,paradise,0,0.5048550527513511,0.0,1.0,6542,yes,88552
rely,nepotřebují,6,0.5427481069611197,0.0935714159069083,0.8529490098226722,7406,no,346989
carnegie,harvardovy,3,0.515705587279708,0.0574075324473934,0.8998321091048672,7383,no,847
fiji,bahamy,6,0.5255846681534453,0.0545184678747574,0.9060193533032256,7171,no,784
footage,záběry,0,0.7240650825121995,0.0,1.0,5911,yes,145412
bradford,bradford,7,0.5815187810535479,0.0318907874300681,0.9480106130249908,5908,yes,1445
atomic,atomová,4,0.6185941930546285,0.0414613509792715,0.937185057600028,5766,yes,63007
prehistoric,pravěká,4,0.6313179635669183,0.0445973792910231,0.9340192825000034,7375,no,24750
disorders,dysfunkcí,0,0.6977907334271468,0.0,1.0,6653,no,256984
picks,draftu,8,0.4862352899590093,0.0204575494916657,0.9596253432082352,6470,no,148455
lover,zamilován,8,0.5888176989590825,0.0918026420303705,0.8651191618855935,6027,no,173040
highlights,mapující,5,0.4381445291213792,0.0254530563926075,0.9450966588525522,6957,no,227178
jets,flyers,9,0.4890316710442001,0.0439237592103426,0.9175845545107508,6380,no,46885
wishes,svolí,3,0.5932475866383875,0.0548592260771516,0.9153546529663932,6046,no,260230
agenda,oponenty,5,0.5340674759526307,0.0412096657135617,0.9283655429204,6574,no,282725
tubes,torpédomet,4,0.5678502773396374,0.009620531756743,0.9833402284493008,7382,no,102654
jumping,skákat,3,0.5041547221102058,0.0355964498410292,0.9340502592845776,6958,no,152327
terminology,terminologické,3,0.6020818064707417,0.0726272928455381,0.8923576206114081,6614,no,74937
proportion,%,6,0.5620275410425708,0.0748872803487579,0.8824218281101263,7154,no,186713
lok,poslanecký,2,0.4824560364294742,0.0136069343170601,0.972570147099303,6842,no,1457
acceptance,požadování,4,0.5420477230053586,0.0205215594513329,0.963521720628405,6790,no,215467
casey,bonamassa,6,0.5119066626086167,0.0179412029235835,0.9661389540456812,7047,no,2485
suburbs,čtvrtí,6,0.5923326435437694,0.0970443184374004,0.8592289505026262,5788,no,60746
deals,nezabývá,2,0.5577166950478343,0.0476149844685113,0.9213406697852734,5808,no,573868
greene,colton,1,0.5990179976041041,0.0029562382263103,0.9950890950968488,7264,no,1968
kills,zachrání,3,0.6530304599952237,0.0973878152902191,0.8702219568770831,5756,no,89966
emmy,bafta,1,0.6817710134079153,0.0464610968022638,0.936200153562503,6638,no,950
barely,sotva,4,0.5295905112429702,0.0375173072891783,0.9338444894195168,6710,yes,254289
everybody,prostě,7,0.5672007077592411,0.0420853870547426,0.9309267232373136,6339,no,424749
distributor,distributorem,4,0.5821024615575335,0.0521662950650717,0.9177536422527728,7167,no,74252
translator,překladatel,0,0.7577244614636613,0.0,1.0,7195,yes,36655
deer,mufloní,8,0.5374195790813441,0.0554118525094715,0.9065301710457924,6408,no,121198
divorce,manželi,2,0.6088752757905689,0.0351028177521394,0.9454906648158964,6512,no,266134
lynn,lynn,1,0.5406293003636394,0.0095340757091599,0.9826704645859624,6368,yes,2685
delegates,předsednictva,9,0.5569094027454291,0.107821273441211,0.8377970548015788,6771,no,98685
whenever,jakmile,8,0.5491869236239324,0.061358026867295,0.8995028509892218,6410,no,555278
para,canción,1,0.4500523311482849,0.0211437231767972,0.955127546203496,6619,no,31456
instances,nezáměrně,4,0.562151928394657,0.0282694662464827,0.9521198477848772,6110,no,282587
beetles,astrildovitých,3,0.5779200540711062,0.0151167304285935,0.9745096243206122,6377,no,17842
drawings,kresby,4,0.6431821535412057,0.0127520485045161,0.9805589516985924,6709,yes,122273
bread,jídla,6,0.5903314695804553,0.0684122335640269,0.8961474193415978,7027,no,314792
absent,redukován,4,0.4388436081355508,0.0290677715817056,0.9378776134932424,5969,no,122576
joy,lásku,8,0.4635637845591216,0.1387069967417744,0.7696932990138267,5860,no,370645
mansion,vilu,1,0.5745135939338677,0.0096830976370496,0.9834249358533484,5700,no,48397
wwe,wrestling,1,0.5637387175145296,0.0770650838508935,0.879736849739837,6806,no,11229
dragons,dungeons,0,0.4698442737234336,0.0,1.0,6482,no,31852
auxiliary,výpomocným,6,0.4944584946099939,0.0495518879006482,0.9089137091980428,6262,no,31278
quest,příběhu,7,0.4810530232172143,0.0287713786172985,0.9435661013600568,6073,no,180078
lunar,lunární,0,0.658780549752717,0.0,1.0,7337,yes,47698
physicians,lékařských,5,0.6148182528286319,0.1060575350470227,0.8528768245087504,6393,no,209058
spots,světleji,4,0.5080121140851626,0.0407457669854864,0.9257490992093091,6070,no,340056
loves,zamilují,7,0.5813980268950283,0.0677802378654732,0.8955907159176392,6425,no,383184
lon,rahsaan,2,0.4034941921943814,0.0070355844114324,0.9828621824472724,6467,no,4702
tuesday,čtvrteční,6,0.6098695008616697,0.1111954755028801,0.8457899369020763,7117,no,16279
breeding,chov,6,0.5778522873832368,0.0370703138930301,0.9397154799383028,5712,yes,124230
governance,politiku,9,0.5511825343086869,0.0688682208875048,0.8889313168150015,7092,no,152407
sometime,později,8,0.4949396251179348,0.0845703717345535,0.8540657241568163,7093,no,158295
fed,zásobnících,7,0.4289202522575756,0.0294267785137159,0.9357980383025554,6101,no,201404
brandon,mullins,3,0.5604028491554918,0.0245362103455868,0.9580533904394846,7135,no,2936
governmental,neziskových,3,0.6084917886581573,0.0554672835232923,0.9164597851776412,7201,no,87036
sebastian,sebastian,0,0.6394610965101228,0.0,1.0,6699,yes,1725
ping,ping,0,0.5437807018402709,0.0,1.0,6346,yes,29179
governance,decentralizace,1,0.5951142754641823,0.0249364797320095,0.9597831636796904,7092,no,152407
tribal,nomádských,4,0.5067902580560788,0.0495672771234994,0.9109075118260054,5980,no,99559
fraser,mckenzie,8,0.5614873184715983,0.0444674697303368,0.926615862113597,6414,no,1085
mansion,domě,5,0.5335698593471018,0.0506268322238155,0.91333940613789,5700,no,48397
reflected,reflektující,6,0.5720453677567074,0.0895363717390294,0.8646631755476281,6207,no,180001
feminist,feministka,4,0.7041636308976018,0.0547904720484853,0.9278079243055658,6646,no,46431
literacy,vzdělávání,5,0.4952483434589851,0.0929231758294388,0.8420134726314897,5671,no,105441
cherry,broskvoň,6,0.4784120624642426,0.033570203493395,0.9344309251989352,6532,no,75810
civilians,povstalců,9,0.6260543210933232,0.1437248225696241,0.8132908331528466,6285,no,102687
jennifer,julianne,5,0.592432992789965,0.0990634618693719,0.8567404630900455,5745,no,10140
michelle,jennie,3,0.5850892515502247,0.0417312651763687,0.93342390036258,7062,no,7089
disruption,trollování,6,0.6212971713870767,0.0574037574143725,0.9154211303117789,6228,no,60849
expelled,vyhoštěn,2,0.5767925928332392,0.0638659303800169,0.9003120569446356,7358,no,35528
suspension,turbodmychadla,7,0.4293866175313755,0.0185414819439848,0.9586061201212835,5739,no,159441
counted,započítány,5,0.4966279844060788,0.0554046984024148,0.8996351119637688,7197,no,108524
revolt,vzpourou,8,0.6213515173614325,0.0810295314242066,0.8846359371963406,6820,no,34363
spots,skvrnky,0,0.548757881070649,0.0,1.0,6070,no,340056
interactions,interagující,7,0.6028171402073582,0.1152330353494499,0.8395195220722659,6476,no,166569
convert,konvertuje,8,0.4892074838819272,0.1199277492399538,0.803118022536126,5809,no,245782
estonian,estonský,9,0.5541396140781105,0.1408997168912393,0.7972780667034614,6671,no,187
zimbabwe,lesotho,4,0.5461311400305033,0.0157153172193044,0.9720291602509524,6521,no,1329
suspension,protiběžné,2,0.4357396667495657,0.0121884327257945,0.9727893098466688,5739,no,159441
trumpet,vibrafon,6,0.6425827289821969,0.0274189537865413,0.9590762911620844,6848,no,34393
tin,rudy,9,0.4535432713894526,0.0435688021024509,0.9123561779612248,7010,no,86913
alpine,alpských,5,0.5630340171881987,0.0390608861974581,0.9351250343130064,5645,no,23242
hybrid,hybridních,2,0.5453260207076946,0.0212260087231721,0.9625347582913172,5891,no,170137
springfield,farmington,8,0.5276755421006172,0.0263689891342122,0.9524063723263504,6308,no,9676
floating,plovoucího,1,0.5314597603363911,0.0597421483134053,0.8989479779423478,7266,no,150063
beast,netvora,3,0.5509673841324778,0.0155621067469511,0.9725308090796934,7145,no,93519
sheep,prasata,9,0.543357581842496,0.0846750269935481,0.8651741552871284,6084,no,141415
disorders,dysfunkce,7,0.6669905715266558,0.030800161900491,0.9558604601278976,6653,no,256984
egg,vaječné,1,0.5804383077378725,0.0445958387105183,0.928650556191332,6020,no,233657
adrian,barbarian,7,0.480762398728087,0.0382812769038812,0.92624652085921,6267,no,1441
casting,režisérská,4,0.4403658184455262,0.0278101306129026,0.9405989763702453,7087,no,110749
sleeping,posteli,0,0.5231308203537589,0.0,1.0,7369,no,299619
mutual,přátelství,6,0.5086914343315294,0.1166725073917021,0.813432627614884,5843,no,224155
watts,frekvencí,2,0.4920882393121181,0.0447994982683345,0.9165570469718144,7104,no,36810
feminist,feministky,5,0.6998845153005876,0.0590695876454995,0.9221697499016016,6646,no,46431
orlando,miami,3,0.500185871806257,0.043853114621653,0.9193934337140304,5853,no,19460
engagement,sňatek,9,0.418845462800881,0.0214357964227625,0.9513134025723452,6171,no,320046
latvia,lotyšsko,0,0.7722681298941146,0.0,1.0,6885,yes,314
swift,tweed,4,0.4043588005598428,0.0774870273537233,0.839187094990012,7116,no,68512
distant,nejvzdálenější,1,0.5860372408773586,0.046631162288054,0.926294466335373,6581,no,166675
colleagues,spolupracovníkem,9,0.4909019583144484,0.0929873388161625,0.8407449164197266,6549,no,315784
mixture,smíchá,6,0.6000831692737376,0.1283346280461983,0.8238172810736101,6335,no,274176
commitment,úsilí,0,0.5490682818698698,0.0,1.0,6253,no,605347
sanctions,prohřešku,8,0.5582768160018693,0.0275420044748883,0.9529854564036134,6559,no,98592
murders,vraždami,5,0.6244232002816259,0.0969776954721023,0.8655703145880088,6999,no,46043
mess,vpořádku,3,0.5129277108769347,0.0372967228170589,0.9322154369505854,6795,no,244829
shirt,dresy,8,0.5096505487231058,0.060426982428394,0.8940021679045347,7387,no,275639
pianist,klavíristy,7,0.7258431410094237,0.1129390256290903,0.8653535683982143,5779,no,32952
kilometers,severovýchodně,3,0.6496189412624964,0.0886276398995988,0.8799484587384238,6385,no,86652
suburbs,předměstím,1,0.6817806095239983,0.0075963524571714,0.9889808437529728,5788,no,60746
freight,nákladních,8,0.6206891387187176,0.1117566670895199,0.8474198825315151,6154,no,79405
admit,mýlit,7,0.5946426948530958,0.0459939871405915,0.9282058170670834,6577,no,348615
firing,nabíjení,1,0.5960695664443107,0.016959966133351,0.9723341776667138,5879,no,105682
preference,preferovat,7,0.5458526947071077,0.032319134552411,0.9441011600412924,6776,no,198338
dot,lomítka,6,0.4059658073361457,0.0632737120760334,0.8651568986446474,7193,no,93095
bigger,mnohem,4,0.5600617903288141,0.0495414054528212,0.9187317163104778,6100,no,606587
reconstruction,rekonstrukci,0,0.6683294431985052,0.0,1.0,5769,yes,78398
adoption,adopcí,5,0.5410887522465786,0.0415824234230706,0.9286348370068572,6837,no,212733
zimbabwe,zimbabwe,2,0.5492102639870273,0.0126361932627804,0.9775095257792786,6521,yes,1329
hoped,doufal,9,0.6009621321302051,0.0808970932953739,0.8813580717561129,6965,yes,177813
honest,sebevíc,8,0.5641513227980256,0.0350786461173181,0.9414604610299891,6685,no,443985
publish,uveřejnit,2,0.6818661770712433,0.0932163259205218,0.8797336727887506,5859,no,230884
accomplished,zvládal,3,0.4483169306390994,0.0200871446556004,0.9571157773489428,6608,no,293551
winston,graham,3,0.484002747582581,0.0205975789885337,0.9591804089218502,7332,no,2808
checking,zjistíte,6,0.5633770162566163,0.0225336255291647,0.9615408495389586,6292,no,391981
publicity,reklamu,4,0.5229215620718628,0.0244792365135657,0.95528096309537,7101,no,118875
solomon,šalamounů,5,0.4410613502406143,0.0618372847883684,0.8770382727628507,5681,no,1202
solve,vyřešíme,6,0.6021999774167675,0.1368774264225131,0.8147996059526691,5785,no,353462
macdonald,mccullough,2,0.5878297077492606,0.0225945853857587,0.9629854420280074,6684,no,664
literacy,gramotnosti,0,0.588171519288424,0.0,1.0,5671,yes,105441
rings,kuličky,7,0.4378656020101835,0.0325111596881109,0.9308827256458644,5849,no,321050
console,konzolích,5,0.6405354181719702,0.0495320863421729,0.928221389910184,7206,no,165116
burn,pálit,6,0.4305690674788917,0.0432951906511662,0.9086337703079448,6025,no,352436
silly,hloupé,5,0.6181113374557117,0.013489972267195,0.9786416334805996,7119,yes,176131
avoided,nedoporučoval,1,0.5384816203635547,0.0164844880753365,0.9702964058080824,7301,no,171596
quarterback,touchdown,5,0.5353133600581688,0.0149000159757698,0.9729195678898748,5943,no,88293
petition,odvolání,6,0.5568728973276522,0.0833716062076133,0.869781613512874,7230,no,149386
whenever,kdykoli,5,0.5618745784415695,0.0486703720496579,0.920283720288737,6410,yes,555278
fac,nehlasuji,0,0.5185825192425758,0.0,1.0,6773,no,4594
unused,nahraditelné,8,0.4450777979711425,0.0425105976631191,0.9128145828659012,6718,no,59608
loved,zamiloval,4,0.6060927861581094,0.0426591899660697,0.9342442234689944,6254,no,845888
compact,kompaktním,5,0.4993700632465582,0.0622485214304333,0.8891622835696671,6280,no,220023
beaten,prohrával,5,0.555614343597737,0.0297246754109363,0.9492180181986196,6507,no,123912
marion,ellison,2,0.5504986039157154,0.0101024729617424,0.9819792123518328,6441,no,1539
archaeology,archeologické,3,0.6955200773400058,0.0921435190001463,0.8830166591063906,6884,no,23743
czechoslovakia,československo,0,0.7648597618122494,0.0,1.0,7134,yes,163
creatures,bytostí,1,0.6535222793385522,0.0038019685797279,0.9942159921959846,6983,no,191788
lok,sněmovního,1,0.4832199230588118,0.0128430476877225,0.974110045608938,6842,no,1457
marshal,maršála,8,0.5696546036286869,0.1024891325357162,0.8475190245458929,6032,no,11641
idol,idols,6,0.4239645176598644,0.0404313020061989,0.912937842473965,6419,no,36376
staged,nastudovalo,9,0.5133189695198026,0.0922390489357629,0.8476792543000052,7360,no,56716
churchill,eisenhowera,8,0.4896680078766239,0.1576038778398154,0.7565105463133627,6945,no,2825
introduce,definovat,8,0.5453758056576555,0.075578183449976,0.8782869829718158,6651,no,298951
dust,prachové,4,0.5200832400513273,0.0484641403811191,0.9147579567700118,6513,no,297720
app,phone,4,0.5840559042595367,0.0553121217285005,0.9134893840788726,7238,no,450833
catalog,katalozích,9,0.5314363721703135,0.0871746819198788,0.8590799803147893,6166,no,110791
patrolling,hlídkového,5,0.483258284499211,0.0658049599379528,0.8801504915787826,6501,no,12092
customs,zvyky,0,0.5467191564222756,0.0,1.0,5686,no,114635
probability,predikce,9,0.5868975688268986,0.1282749622118553,0.8206377389445564,5835,no,175103
handball,basketbalistka,8,0.5696949572276384,0.0780043738599682,0.8795669995073415,5715,no,4798
krishna,ráma,7,0.46950561033188,0.0218376175451233,0.9555552690947235,7290,no,1821
permit,povolení,0,0.6365609155830371,0.0,1.0,6676,yes,353092
aux,dans,3,0.5336280183275627,0.0206032611229133,0.9628255172762143,6758,no,7780
keys,klávesami,3,0.5088237291399682,0.0631819840965125,0.8895430891082873,5721,no,258752
pounds,kilogram,3,0.6098625848452188,0.057824809735948,0.9133953850181328,6678,no,515892
glen,rossington,6,0.4976122594833612,0.0638380556405439,0.8862979431644711,5794,no,4463
pursuit,cíli,0,0.4983679854080277,0.0,1.0,6235,no,146544
bailey,harrison,0,0.573441959982515,0.0,1.0,5945,no,9459
clients,klientem,7,0.5802320543866585,0.1139244000479752,0.8358808027784418,5846,no,1475341
goddess,bohyň,5,0.6346931592911421,0.140586443242042,0.8186635598528795,6434,no,55927
instructor,instruktorů,6,0.5464016666890568,0.1234391162708287,0.8157187209095015,6562,no,181012
advertisement,reklam,6,0.5908471755317732,0.0784848853262085,0.8827414822687518,6935,no,112230
solomon,šalamounův,2,0.467188281337614,0.0357103536913688,0.9289909512494288,5681,no,1202
privacy,oprávněné,8,0.5011840493985216,0.0366518205284244,0.931853149672961,6634,no,359031
perception,vnímáním,9,0.6157574047315115,0.1704142978931798,0.7832352686770087,7166,no,225747
dirty,špinavý,1,0.5432804011257217,0.0114046286479997,0.9794394511554564,6917,yes,231623
clause,eúlp,2,0.5357675473622306,0.0198259962688606,0.9643156467598822,6746,no,105152
careful,opatrné,8,0.5514367442598892,0.0871327547626562,0.8635500835914809,6484,no,458615
yeah,kdybych,5,0.6323584462476308,0.0407604053640765,0.9394454556331616,5802,no,206356
carlo,francesco,4,0.6103605019787522,0.1465952506323147,0.8063357730928863,6367,no,1377
boulevard,ulici,9,0.5484969520907411,0.0954376393620642,0.8517898547013233,5762,no,9240
strikes,bombami,0,0.4847155730495014,0.0,1.0,5768,no,145760
licence,licencovaný,8,0.5388669731399114,0.1743632666673409,0.755530182351127,6265,no,102241
philosophical,filosofického,5,0.7014278811388931,0.0772642398779669,0.900776908109625,5752,no,89098
frances,leighová,5,0.6086994699591934,0.0281906820225417,0.9557369792344502,7293,no,997
unofficial,neoficiálně,5,0.5797546994283367,0.1274301028922606,0.8198065025236627,6783,no,34310
warnings,upozornění,1,0.6017461979944201,0.0489083246755507,0.9248321144762744,5916,no,89525
worlds,vesmír,8,0.4984100394056782,0.1129213283873346,0.8152862190026409,6120,no,183793
theoretical,teoretické,0,0.8467674619993397,0.0,1.0,5738,yes,127428
settle,usídlit,1,0.5465115711892207,0.0305237514463064,0.947102455865451,6633,no,262045
memphis,kenton,9,0.516291638998996,0.0565015191358517,0.9013579014808168,5996,no,10784
surgeon,dermatolog,3,0.6671560481806189,0.0808306210882134,0.8919357464388683,6743,no,148658
