en,es,position,score,rel_score,ratio_score,index,correctness,freqs
heir,pretendiente,9,0.6449909231573919,0.1641445666875657,0.7971358706327191,6274,no,34885
triangle,triangulo,3,0.5974523924604718,0.165146087612365,0.7834429363187405,6093,no,59398
licence,autorización,2,0.5540729297561204,0.1329956475442379,0.8064303157818588,6265,no,102241
holdings,accionariado,3,0.5588045247639931,0.1034326264405399,0.8438133133237724,6864,no,64579
capita,pib,8,0.5985131457364232,0.2293030665120932,0.7230024453262884,5532,no,43179
occasional,ocasional,0,0.7272102579939181,0.0,1.0,6096,yes,167904
interpreted,interpretarse,0,0.6509827316818155,0.0,1.0,6302,no,94172
kit,silverlight,8,0.411131560538603,0.1623257203983686,0.7169349386703319,6309,no,288807
encountered,atacado,1,0.5358289188659732,0.0255511846925108,0.95448505472398,6290,no,154785
compact,compactar,3,0.6043013301528062,0.0922766616640756,0.867528600173843,6280,no,220023
doug,matt,4,0.5984100666710179,0.0905732549929999,0.8685407147821091,5881,no,3130
lou,lou,0,0.5580777662196019,0.0,1.0,7028,yes,1949
releasing,grabando,1,0.5622368242683988,0.0231293321610114,0.960487411328843,6585,no,125720
bulk,suministros,6,0.4779568819534877,0.0138917566214606,0.971756033194054,6784,no,208183
badge,estandarte,3,0.5414529468364636,0.1331565755815653,0.8026168158666259,6744,no,53644
administered,administrando,8,0.6468304295096629,0.0981195944337856,0.8682870108327775,5989,no,123524
holes,perforado,6,0.5563366563206729,0.1686915164111841,0.7673310875968227,6872,no,270893
exceptions,casos,7,0.5612595992691768,0.2055510295456449,0.7319402968326828,6706,no,120147
algeria,argelia,0,0.812826670367801,0.0,1.0,6135,yes,578
nicknamed,apodaba,5,0.664156958637035,0.1222529791346995,0.8445429371339086,6890,no,18934
reid,dailey,9,0.6024352366515816,0.0690020197417692,0.8972323637320693,6420,no,2004
patron,patrono,0,0.6669860696829244,0.0,1.0,6490,no,47895
exploration,exploration,8,0.6519107664094903,0.1758755036841137,0.7875351282835047,5949,no,195202
requiring,requiriendo,0,0.7660628076523042,0.0,1.0,5759,yes,225178
feeding,larvas,6,0.6032373171267387,0.0761628505119945,0.8878969212258221,7053,no,225102
taste,agridulces,6,0.6105478376660756,0.070209694000048,0.8968653437763473,5757,no,618741
edmund,hugh,9,0.5090230722765045,0.127042706172296,0.8002679746706067,6109,no,518
catalog,coleccionó,4,0.4903804968452155,0.1677848093077242,0.7450719329336153,6166,no,110791
bailey,dailey,1,0.6012820102790277,0.0010652018309402,0.9982315817031692,5945,no,9459
mysterious,enigmático,7,0.664569396343567,0.1687594667221621,0.797487553591611,6412,no,146641
exceptions,excepción,1,0.6282930503596608,0.138517578455161,0.8193588178749518,6706,no,120147
cannon,cañones,6,0.5801682970933121,0.0846749158971869,0.8726392715715412,6058,yes,31463
lectures,conferenciantes,6,0.6226598145328097,0.0929825157716388,0.870071246718899,6239,no,109440
arrives,acude,4,0.6807908135770516,0.0479596423304397,0.9341892112153576,5674,no,146400
madagascar,madagascar,0,0.7882414887128522,0.0,1.0,7012,yes,763
nest,nidadas,7,0.5893873858348664,0.1826207019135981,0.763447164852631,7035,no,90391
lok,asamés,6,0.4449008800492373,0.0925474168109519,0.8278021953895465,6842,no,1457
distinguish,diferenciarlo,9,0.6732221404777579,0.0997377049924447,0.8709665119385693,6640,no,119432
servant,siervo,3,0.5449662308550425,0.0937692897675848,0.8531954357631774,6359,yes,89915
tackles,reboteador,1,0.6175456534691306,0.0030469419921279,0.9950902701475784,7096,no,43191
teen,teenager,8,0.5032550281831909,0.1406886055726848,0.781520309856777,6069,no,200462
pursuit,perseguidores,3,0.4815235776198274,0.1201127725201889,0.800356523517511,6235,no,146544
expanding,expandirá,5,0.6782607195097525,0.0827431603178039,0.891271040120645,5574,no,233267
arriving,partió,1,0.6588431328075157,0.0082759654566884,0.987594470795062,5535,no,131719
arch,arcadas,2,0.5416899788722945,0.0228085112029782,0.9595950890852928,5720,no,62120
allegedly,presunto,6,0.6459662058896916,0.1263473216247176,0.8364041064626304,6214,no,115125
appreciated,agradecerle,9,0.5746105535042584,0.0535997398374231,0.914678666673374,6697,no,219010
procedures,monitorización,6,0.6130344775228671,0.2379232706259808,0.7204053066752689,5486,no,617792
reserved,reservado,0,0.698636009239096,0.0,1.0,6839,yes,142397
henri,édouard,5,0.6214823616824805,0.1146335534428134,0.8442724154071554,5858,no,666
careful,preciso,5,0.6097120956286484,0.1849369529866364,0.7672721646003374,6484,no,458615
header,addclass,3,0.4473738970576158,0.0167220723437788,0.9639685033995288,5913,no,102354
strikes,golpee,5,0.4820617872245394,0.0292336800350999,0.9428242925919488,5768,no,145760
explosion,explosion,5,0.6178046363305115,0.2279200591676952,0.7305032472376485,5990,no,116122
personalities,personalidad,7,0.5677427339462388,0.1402410994628394,0.801914827931096,6548,yes,95186
engagement,comprometerse,8,0.469458791834989,0.0534579627109936,0.8977696502430716,6171,no,320046
aftermath,desastroso,3,0.6005639592959036,0.0329172460554461,0.9480375332726896,6876,no,60640
mesa,maunabo,2,0.4545605784685263,0.0052644609019934,0.9885511652231896,6529,no,11716
bombers,bombarderos,0,0.7324705522378234,0.0,1.0,6869,yes,25222
baltic,skagerrak,7,0.5897640844989354,0.2288108193508526,0.7204766255662776,7133,no,642
stem,radícula,0,0.5484586864789192,0.0,1.0,5546,no,175028
owns,propiedad,8,0.590356208965523,0.0655858246730186,0.9000127735232777,5938,no,159938
proximity,estratégicamente,6,0.4629647616798609,0.2173456443368681,0.6805198885469884,6978,no,102062
refuge,refugiarse,2,0.6500807720140789,0.1188422710497628,0.8454432181194294,6712,no,63945
logan,elizabethtown,3,0.5616612216272165,0.1240065895064588,0.819144799430751,6984,no,2176
presenter,copresentador,2,0.7284222526265676,0.1038888035959081,0.8751803153169471,6323,no,41622
relegated,descendidos,0,0.6717659720680611,0.0,1.0,5499,no,23626
compact,compacto,0,0.6965779918168818,0.0,1.0,6280,yes,220023
sculptor,litógrafo,4,0.6642750133414654,0.1750702321892617,0.7914204755177199,6117,no,19123
circulation,circulantes,2,0.6295625123443899,0.1213894945988393,0.8383525265576444,6131,no,173975
seminary,seminaristas,5,0.6295087745107182,0.0786560864965859,0.8889296958554194,5596,no,20965
agrees,acepta,2,0.7557870987668698,0.0023633210428785,0.9968827808029552,6298,no,118945
devon,leicestershire,7,0.5420463679185514,0.038781582127815,0.9332305166706956,5774,no,1731
manages,escapa,9,0.5908172677986999,0.1074939345243561,0.8460658597960931,6197,no,145730
permanently,momentáneamente,3,0.5352740509217654,0.173658947977343,0.7550418047304676,5995,no,140804
cardiff,huddersfield,9,0.6182826344470546,0.113559420494738,0.8448306984711749,5701,no,1622
eurovision,eurovision,1,0.8074938472249853,0.0436841872828512,0.948677966874333,5878,no,344
contributors,contribuidores,0,0.653768932482734,0.0,1.0,5623,no,69201
likewise,evidentemente,3,0.6214086312827437,0.0151680477082212,0.976172473468139,6752,no,212261
remarkable,increíble,6,0.669472838275549,0.0689540747185317,0.9066203120374562,7007,no,289856
miscellany,}}}>,9,0.437837159699866,0.0975811933425281,0.81774776156244,7039,no,1488
sick,indigentes,9,0.5657675777897415,0.1120532994915364,0.8346859719916281,6598,no,422989
feeding,alimentarlos,9,0.5919603612175358,0.0874398064211974,0.8712985209805055,7053,no,225102
loaded,cargarlo,8,0.561452595942831,0.1093879570214081,0.8369389618172959,7136,no,224915
migration,migratorios,3,0.6898591538194332,0.1509905704935906,0.8204309686645253,6192,no,119076
heath,chiswick,9,0.4936022743994254,0.0349246382341922,0.933920794950318,6767,no,15116
reliability,fiable,3,0.6199078632913491,0.1868995652619643,0.7683467471325914,6825,no,167753
armament,antisubmarinos,7,0.6439462902130995,0.0918388632037525,0.8751825002485173,6981,no,5492
disruption,bloquearlo,9,0.6172362790692449,0.0364832798700127,0.9441912370968196,6228,no,60849
bars,tenderetes,6,0.4731179637128115,0.1066525781272189,0.8160434681818546,5564,no,313990
handled,manejarlo,3,0.5187033407094113,0.0439053667159845,0.9219610963418896,5948,no,209643
suburban,suburbanas,2,0.7434493964681123,0.0176240808970226,0.9768431282639912,6459,no,61497
consumption,consumir,2,0.6962429878994206,0.1419574250719465,0.8306402348708987,5695,no,423879
obscure,dudosa,9,0.5274359745764293,0.0436846239946239,0.9235106839012232,6693,no,75480
julius,valerius,8,0.5093080412448525,0.1379038831035276,0.7869262324819328,6696,no,862
involve,involucra,5,0.6822333784666852,0.0397485736461439,0.9449451976883596,5751,yes,359878
lyon,lyon,0,0.7350074831362186,0.0,1.0,6340,yes,1236
telugu,guyaratí,9,0.5885132908031807,0.0878023731401893,0.8701754553070039,6886,no,1902
aftermath,desastrosa,4,0.5941640040902743,0.0393172012610754,0.9379346996738936,6876,no,60640
salvador,brasil,4,0.530239207266299,0.1807981537721881,0.7457262252603323,5997,no,1692
carefully,adecuadamente,2,0.6634568462992654,0.131951570888712,0.8341084051446137,6193,no,542015
arctic,subártico,5,0.647826931134121,0.1978066030299322,0.7660847222367158,6219,no,17087
della,relazione,4,0.7129176865472897,0.0841410292447542,0.8944355947966235,7070,no,11238
preston,charlton,1,0.6054405228534083,0.0086135382808471,0.9859726710952184,6241,no,1102
optional,opcion,6,0.50071792767025,0.256960281963824,0.6608582922189028,5632,no,166075
sick,enfermo,1,0.6313571258889179,0.04646375139236,0.9314512831491338,6598,yes,422989
speaks,hablado,4,0.5859324172750344,0.1388815560700074,0.8083900681038693,6243,no,217215
kills,matando,7,0.6842736583675915,0.017414315448532,0.9751822518008618,5756,no,89966
sabha,rajya,1,0.5766136230829133,0.018806499458291,0.9684147398680004,5528,no,505
atp,atp,0,0.8318736181860074,0.0,1.0,6688,yes,498
export,exportación,0,0.8557617562705313,0.0,1.0,6445,yes,205304
ancestry,descendiente,1,0.6214670474098778,0.0925192058484574,0.8704187854790784,7037,no,27952
procedures,pertinentes,8,0.6056892852954886,0.2452684628533593,0.711773629904763,5486,no,617792
thesis,doctorarse,8,0.6204592249987273,0.1959847440736062,0.7599532221466593,6026,no,119092
maker,diseñador,5,0.5312317906077416,0.095175280102785,0.8480616127228117,6365,no,197567
eds,hrsg,6,0.5468759794145287,0.1479304359834951,0.787091148404621,6433,no,6949
trace,rastrear,0,0.4982736865625714,0.0,1.0,6900,no,137102
ethics,epistemología,7,0.6316484857135496,0.1797876888163732,0.7784327412805734,6008,no,152610
extends,extendiéndose,2,0.6537809026466432,0.1534521601175713,0.8099035245259852,6347,no,127925
collaborated,colaboraciones,8,0.6585228306627741,0.1051450602951836,0.8623157244921115,6594,no,34939
theoretical,fenomenológica,9,0.6690555180086913,0.1447673058355821,0.8221144681691999,5738,no,127428
elimination,elimination,2,0.5809077670568494,0.1859974652930001,0.7574700791607702,6766,no,108822
desk,arreglarlo,4,0.4336468350331765,0.0163601956302064,0.9636445777167328,5633,no,296645
passion,amor,2,0.5914448410395989,0.1607073723043053,0.7863366357856802,5848,no,412537
monk,ermitaño,5,0.5853095285219758,0.1867248866801564,0.7581391671104862,6400,no,37008
legendary,míticos,7,0.6223833373744971,0.2128903551819712,0.7451250325741837,5714,no,142355
westminster,lambeth,1,0.6358180328540552,0.1663327434907968,0.7926415477041328,5606,no,6428
crashed,sobrevolaba,8,0.6635173353148487,0.1647488682808399,0.8010918862008033,6775,no,68819
anchor,ancla,0,0.5919903705522016,0.0,1.0,5483,yes,102094
eve,vísperas,1,0.5380730528675769,0.0803183888120649,0.8701172374023992,5506,no,78079
temples,deidades,8,0.6009485672423133,0.2461236630202544,0.7094419410444334,5702,no,72570
dozens,varias,9,0.6400322723565788,0.1760912765423478,0.7842345355921644,6801,no,183094
aboard,tripulante,1,0.7287849723761161,0.0833274900372514,0.8973941493403194,5614,no,160160
earning,ganando,5,0.6183661659612731,0.0523277116631637,0.9219797385828156,5583,yes,214327
lightning,rayo,6,0.5015887714426007,0.0763420938998716,0.8679044528022697,6446,yes,78180
mcdonald,mckinnon,3,0.5611597685324368,0.1504465698825887,0.7885817456071551,6329,no,1663
threats,amenaza,1,0.7144734647075714,0.1406655375184368,0.8355056462723943,5515,yes,208551
meter,plusmarquista,5,0.4813876390230855,0.1534354138476454,0.7583020762182537,5737,no,133390
escaped,escapando,8,0.6946133840338241,0.1136032182236918,0.8594396379555004,5753,no,83418
kilometres,kilómetro,3,0.678860722086758,0.1509850922529212,0.8180564513986706,7051,no,58331
revolt,insurrección,3,0.7616217227132864,0.0742494674897692,0.9111711608678222,6820,no,34363
reynolds,reynold,1,0.5892838153467497,0.1035416831918134,0.8505515697528123,6511,no,1702
arbitrators,recabs,8,0.5466057355676431,0.0745525658591469,0.8799781542194623,5946,no,7500
catalogue,catalogo,2,0.630260757799914,0.1029389275490758,0.8596031482200122,6062,yes,68576
carefully,concienzudamente,3,0.6626156858783749,0.1327927313096024,0.8330508850043765,6193,no,542015
rica,bolivia,7,0.6205647267854143,0.0624267927980058,0.9085979971814552,6681,no,4915
ping,xing,4,0.5083824492028476,0.0954599694011827,0.8419124485791042,6346,no,29179
disruption,bloquearle,4,0.639400395958112,0.0143191629811456,0.9780958626901416,6228,no,60849
estimate,estimaciones,1,0.7377102456354273,0.0131679730289115,0.9824632374443693,6687,yes,268772
tribune,esquire,5,0.5050938490421071,0.1619451808693246,0.7572178334289863,6674,no,3120
opposing,contrarias,2,0.6057348376981951,0.0619697431989688,0.9071898786201182,5523,no,103954
rhine,maguncia,8,0.625075841526691,0.0444598331061202,0.9335960206593876,6740,no,291
saxophone,saxófono,3,0.7174281582337553,0.0646450592860898,0.917341422979429,6043,no,15308
sanctuary,santuario,0,0.6766428258548949,0.0,1.0,6481,yes,64770
accommodate,alojar,2,0.6824285043894813,0.085199921221359,0.889008902772769,6755,no,223137
lightning,relámpago,1,0.5591161596316341,0.0188147057108383,0.9674447120942588,6446,yes,78180
frankfurt,múnich,4,0.6820065213135741,0.0719126810848035,0.904614870060301,5709,no,1685
anton,franz,3,0.5077866974525304,0.1637340882065915,0.7561742068104703,6811,no,663
advocacy,iniciativas,4,0.568742044002917,0.0645238866933957,0.8981093351691162,6845,no,121322
seoul,gyeonggi,6,0.6806505200297515,0.1611659062019412,0.808549820150951,6170,no,1115
tribune,tribune,0,0.6670390299114317,0.0,1.0,6674,yes,3120
clarify,aclararlo,2,0.7021060118108184,0.0328846697967797,0.9552583854194544,6569,no,113296
cox,robertson,8,0.5228833319861756,0.0600654936905495,0.8969626645686752,6127,no,3786
grammy,songwriters,9,0.6051558690980995,0.2631868420864346,0.6969090214076732,5519,no,2269
scandal,watergate,7,0.5192508042736117,0.2432661758054097,0.6809694968626148,5827,no,84866
ancestry,descendientes,2,0.6107631928356656,0.1032230604226696,0.8554271038810585,7037,no,27952
provision,disposiciones,4,0.6407538665498079,0.0374774373417413,0.9447423952172308,6575,no,292202
audiences,lectores,9,0.5590024809852141,0.0668698389678453,0.8931573791714249,7042,no,170048
unofficial,extraoficialmente,3,0.5418188129085255,0.0851234495031566,0.8642244196846627,6783,no,34310
lens,teleobjetivo,6,0.5467580933018983,0.14985680117453,0.7848785572017355,6489,no,262820
delegates,asambleístas,7,0.6013312731468952,0.2033129120816686,0.7473256927545975,6771,no,98685
celebrate,celebrar,0,0.7849510048232013,0.0,1.0,6591,yes,315903
enable,permitiendo,2,0.7179808242114434,0.0086767982354449,0.9880593033535828,6418,no,600062
pound,libras,0,0.5560769149985316,0.0,1.0,6213,no,166639
mayors,municipales,6,0.523463078079156,0.1773467637897794,0.7469402494165506,6222,no,12635
curve,abscisas,4,0.5542681282351394,0.1533105083789092,0.7833307841054379,6147,no,154360
syracuse,plattsburgh,4,0.5637212884611598,0.105014370437048,0.8429657981599679,6690,no,1938
transformation,transformante,4,0.6371180433504647,0.1784809897728879,0.7811657658673387,6328,no,192718
fork,bighorn,1,0.4424245760889317,0.1374286177415135,0.7629941178151052,5660,no,85598
reviewing,revisando,1,0.6461944525725041,0.0025340638681998,0.9960937991717964,6799,yes,130540
sad,sad,1,0.5209409244072695,0.0237689861531458,0.9563639550294,6829,yes,358106
observer,observador,0,0.7359344602904478,0.0,1.0,6119,yes,57335
presenting,presentando,0,0.653254617323272,0.0,1.0,6956,yes,187621
wilderness,yellowstone,1,0.5589184033985088,0.0498540697504461,0.9181072207608708,6796,no,93946
cartoon,caricaturizado,8,0.6369941391105803,0.0900070532924709,0.8761940774884303,5491,no,109555
inhabited,poblaban,8,0.6268484550478103,0.1316816586346488,0.8263989045927657,7046,no,36704
favourite,favorito,0,0.7041997943790204,0.0,1.0,6327,yes,285285
eds,coord,2,0.5949381542761212,0.0998682611219026,0.8562646243490821,6433,no,6949
infinite,infinitos,3,0.6782755567658139,0.0624861523077477,0.9156460822119216,6727,yes,103329
sail,embarcar,3,0.6230677089866312,0.0202049374717318,0.9685903985145752,6588,no,82136
kurt,kurt,0,0.6759736102700439,0.0,1.0,6221,yes,3530
recall,efectivamente,5,0.5035172460518351,0.0494542931408812,0.910566295666718,5813,no,275207
tribune,times,3,0.5077806219259061,0.1592584079855256,0.7612457429864762,6674,no,3120
assists,asistencias,0,0.7236756129226545,0.0,1.0,5871,yes,165616
maharashtra,uttar,4,0.6379658634067806,0.0256323016241102,0.9613737605454092,6713,no,742
brooks,mcwilliams,5,0.5902654757275552,0.0602669755485774,0.9073574647500624,5764,no,5368
promise,compromiso,7,0.5662086815974087,0.1182834768382227,0.8271952784549745,5807,no,417434
luxembourg,luxemburgo,0,0.7712946958866769,0.0,1.0,5986,yes,651
tenth,undécimo,7,0.7229073240912861,0.0616158172647172,0.9214608033636614,5538,no,54217
supplied,suministradas,3,0.6886040558677731,0.0781682700767116,0.8980554364942337,5631,no,255570
lecturer,catedrático,1,0.7664279862631356,0.0331862208754105,0.958497209555382,6691,no,41066
paragraphs,referencias»,5,0.596349007221594,0.1545318222980359,0.7941992707459365,7000,no,78042
logical,proposicional,9,0.6378893423250599,0.0949160108098768,0.8704758222578113,6450,no,191562
furniture,tapicerías,5,0.6602234586614337,0.1363923525050886,0.8287852806921283,6683,no,569320
macdonald,robertson,7,0.5795910343766288,0.0563933840586778,0.9113289847612606,6684,no,664
meter,braza,1,0.5031098794581934,0.1317131734125375,0.7925198638944855,5737,no,133390
lawsuit,litigio,6,0.5617938723768188,0.0204095324716973,0.96494432649873,6880,no,182626
submarines,antisubmarinos,3,0.7551034144245844,0.0745297367061276,0.9101654308237918,7089,no,17118
modes,modos,0,0.6794976401216147,0.0,1.0,6358,yes,127220
pocket,bolsitas,6,0.4353170816006222,0.133304288743223,0.7655658128666287,6828,no,311292
jeffrey,timothy,7,0.526203009161951,0.062909055654157,0.8932137713496087,7112,no,2050
tiny,diminuta,7,0.5422887039307229,0.0275255017875964,0.9516939003777604,5568,no,512380
monte,montebello,6,0.4774564114305625,0.0415453458154747,0.9199514351629068,6405,no,8147
fur,tramperos,9,0.4462491231182307,0.2358309968075947,0.6542473678411258,6894,no,95417
chronicle,corónica,8,0.4805218639655707,0.0950720650102393,0.8348278878142322,5770,no,19214
batman,superman,1,0.7065852059279603,0.0634410041433539,0.9176118899414104,5963,no,12095
copied,copiada,1,0.7061211646819403,0.079076476818956,0.8992909903959948,5940,no,82587
difficulties,inconvenientes,8,0.5931750202407673,0.2419138808192584,0.7103136198886328,5657,no,332517
smoke,humo,0,0.7852752226895294,0.0,1.0,6508,yes,396488
documentation,bibliográfica,9,0.58801269310521,0.2171296344387052,0.7303214263979156,6105,no,254949
blow,golpear,1,0.5740568152147252,0.0030603835114114,0.9946971195483922,6873,no,252984
conjunction,conjuntamente,0,0.5576500594607385,0.0,1.0,6462,no,190203
franco,farinacci,4,0.5151129045837203,0.1593561845646037,0.7637309298105441,5978,no,1134
memories,memorias,4,0.5741956186239454,0.2223610384993104,0.7208471782756023,6178,yes,305843
proteins,proteica,9,0.7982474911412283,0.0836813594548678,0.9051155210555732,5592,no,160732
purely,meramente,1,0.7432681781656578,0.0187442884837693,0.9754015986560062,6474,no,156451
mistakes,equivocadas,6,0.6291206874042488,0.0780183711565603,0.8896703976225756,6940,no,294825
agrees,rechaza,4,0.7148782788070638,0.0432721410026845,0.9429240690606708,6298,no,118945
differ,difieren,0,0.7767937056969282,0.0,1.0,7009,yes,180441
interim,renuncia,5,0.5573123044532389,0.1448659057450551,0.7936906847278198,6463,no,93509
lighthouse,faros,6,0.5126203008460493,0.1912201493527081,0.7283188977008788,6785,no,21648
destroyer,torpedera,6,0.6832880523350255,0.0653475165080315,0.912711178539086,6237,no,11629
spa,padel,6,0.432764670400751,0.1256194601917559,0.7750303898170245,7100,no,165022
lithuanian,lituania,4,0.6826020717018473,0.0812900985901918,0.8935843280614929,6145,yes,294
providence,middletown,5,0.5578144844856673,0.0968210500328953,0.8520993057547659,6823,no,19781
customer,clientas,6,0.5837443763170302,0.1405296416952568,0.8059717203705176,5748,no,1439964
pet,perro,4,0.5000671297946074,0.0802557309431782,0.8617050328826504,6423,no,535006
ports,barcos,5,0.5634208327833778,0.2282449211091288,0.7116902935527002,5821,no,129823
tan,chen,9,0.4413548090780292,0.0446654801179312,0.9080995565188794,6946,no,72754
duck,duck,1,0.5456692125294635,0.0950272876076459,0.8516812756315822,5993,yes,78432
burma,laos,6,0.6099153115956646,0.147339964828846,0.8054289360325981,6660,no,574
technically,aunque,6,0.5628013307141924,0.2351845142542732,0.7052773357608028,6143,no,114018
mysterious,misteriosas,3,0.7004383541866014,0.1328905088791278,0.8405305338996208,6412,yes,146641
karnataka,tamil,7,0.6404628738000864,0.070494332649261,0.9008458849424666,6590,no,647
trinidad,tobago,0,0.6911236909261376,0.0,1.0,6580,no,2154
literacy,alfabetización,0,0.6961454476172438,0.0,1.0,5671,yes,105441
newport,leamington,7,0.556393710053398,0.1217112186289195,0.82051270610077,5601,no,8318
frog,tortuga,7,0.5064423207064568,0.0620468776425892,0.8908565407702028,7094,no,37503
optional,especificador,3,0.5212513823221019,0.2364268273119721,0.6879587873773536,5632,no,166075
thames,surrey,9,0.5080443493542104,0.1399403040964566,0.7840376259665374,6951,no,877
differ,difiera,9,0.625662821495031,0.1511308842018971,0.8054427023629077,7009,no,180441
leon,kerwin,1,0.4526415832902013,0.1313670394866225,0.7750597604843519,5909,no,2590
vocalist,tecladista,8,0.7578356861263252,0.1339694403977986,0.8497772255246453,5666,no,30793
vocalist,bajista,4,0.7942828454389723,0.0975222810851516,0.8906461981607441,5666,no,30793
canterbury,waterbury,9,0.5456759981051242,0.1453748247405348,0.7896322239485949,5941,no,987
encountered,avistaron,5,0.526008090564045,0.035372012994439,0.9369909749736008,6290,no,154785
sabha,sabha,0,0.5954201225412044,0.0,1.0,5528,yes,505
czechoslovakia,checoslovaca,5,0.7443935754843842,0.1389565580045711,0.8426936808672497,7134,no,163
certificate,certifique,7,0.549529973886336,0.083489552337077,0.8681090410667508,5690,no,269420
southwestern,noreste,0,0.7015818016601665,0.0,1.0,5750,no,21009
rescued,rescatarle,7,0.6183171632782014,0.0950302961592068,0.8667825967528449,6011,no,59230
lon,stanwyck,6,0.4072219717223816,0.1914926294721344,0.6801604151793176,6467,no,4702
ethnicity,étnia,8,0.6316167847937709,0.0952489552126976,0.8689593552561028,6764,no,40109
zhang,yuan,9,0.7331872625016806,0.0965287742699988,0.8836604693750646,5838,no,4199
speculation,rumores,5,0.6338881031848527,0.1206526989299634,0.840097846807224,6659,no,106703
intense,intensificado,7,0.615473143272921,0.1407418573551929,0.8138864512892597,6251,no,322515
technically,efectivamente,4,0.5668857934144775,0.231100051553988,0.7103958008639607,6143,no,114018
charleston,charleston,0,0.6837845765743081,0.0,1.0,6745,yes,8332
yugoslav,yugoslavia,3,0.7423150450102305,0.0286116295183347,0.9628867044510668,6911,yes,112
rubber,polibutadieno,9,0.5450527985312676,0.1784574541895265,0.7533449546589991,7030,no,192978
jin,yuan,3,0.6887391635236559,0.1560552570232534,0.8152742806679225,6452,no,3374
trick,casillero,4,0.4748340798066321,0.0894471279388009,0.841484836441419,6146,no,219033
assists,anotando,9,0.5870222812735029,0.1366533316491516,0.8111676983320468,5871,no,165616
investigations,investigaban,6,0.6329239947877744,0.0280171153277836,0.9576102698122604,6571,no,124155
currency,dólar,5,0.6561872240121125,0.1114220659197686,0.8548453394439033,5672,no,346161
paragraphs,entradilla,3,0.6085347572492383,0.1423460722703916,0.8104278779344302,7000,no,78042
fallen,destrozado,4,0.516546585345115,0.205143255441305,0.7157459564377933,5516,no,224570
maintaining,priorizando,5,0.6213288999926876,0.1086106705050734,0.851205942389163,5663,no,352470
dear,mío,3,0.4952747013245851,0.0629521869695771,0.8872283147056078,6854,no,208756
mutual,mutuas,2,0.5731384921493496,0.1098632952683725,0.8391464015288433,5843,yes,224155
forget,volverme,7,0.5937742873383123,0.0253546130481536,0.9590479251859716,6395,no,726877
lynn,kellie,3,0.5332242333488434,0.0374072978943508,0.9344457923436964,6368,no,2685
zones,ecozonas,9,0.4743565779872182,0.1555515530227509,0.7530567627800805,6996,no,131092
pin,alambres,8,0.4474840985896696,0.1405663376154994,0.7609621063754193,5936,no,142741
executives,ejecutivos,0,0.7251519152609677,0.0,1.0,6519,yes,186995
brass,vibráfono,6,0.5598240282209849,0.0603186827706275,0.9027341905314382,6927,no,85995
handball,balonmano,0,0.7780409509984398,0.0,1.0,5715,yes,4798
authorized,autorizaba,2,0.6409956205832215,0.0718508166765272,0.8992057574802101,6277,no,207847
enzyme,enzimas,1,0.7961578226396522,0.0397505845974311,0.952446243807,6153,yes,63225
songwriters,cantautores,0,0.6849213230042883,0.0,1.0,6386,no,13440
relatives,adoptivos,5,0.5906915375487498,0.1913531761215302,0.755316834476798,5917,no,196489
widow,hija,2,0.7188257064112367,0.0737685713227291,0.9069277013535422,5828,no,52867
dimensional,dimensionales,4,0.7233507195427045,0.017910914180238,0.9758372572309164,5876,no,44327
flew,volaron,1,0.7506064738978909,0.0444899775945281,0.9440445526941804,5741,yes,115830
rulers,principescos,9,0.6396080620389702,0.1715347902394277,0.7885270273200237,6256,no,52050
divorced,divorciaría,7,0.7806103422406568,0.0331360404684146,0.9592796463707768,6564,no,65435
fed,alimentar,4,0.5642504754459949,0.0649235710024127,0.8968114286199558,6101,no,201404
burton,butterfield,9,0.5383970815817105,0.127335572555305,0.8087286664338716,6312,no,2905
dirty,sucios,1,0.583613665464141,0.0225905651880632,0.9627343986633704,6917,yes,231623
forwards,delantero,7,0.5188353479195823,0.0614169951812962,0.8941546795777113,7006,no,51320
researcher,biólogo,5,0.6466335924355264,0.1999134300142331,0.7638484045036051,7069,no,108541
seemingly,inconscientemente,3,0.6192049509950821,0.1494795458191293,0.8055384927904198,6979,no,184595
viewing,visualizar,4,0.5584805190630556,0.0474054218299681,0.921758504975216,7016,no,282840
surnames,apellidan,7,0.581112949141103,0.1745966482277632,0.7689633043755807,7114,no,7029
wore,vistiendo,4,0.7179000217583638,0.0401620845855181,0.9470200604285326,6932,no,155002
ports,desembarques,8,0.5472848561658407,0.244380897726666,0.6913079837986167,5821,no,129823
concentrated,concentradas,3,0.70829791063703,0.0364160282121863,0.9511006491049988,6916,yes,128634
walt,disneyland,5,0.5505313834815642,0.2252831588779368,0.7096172518334364,6750,no,4780
lens,óptica,3,0.5573756271793741,0.1392392672970542,0.8001201691191147,6489,no,262820
walt,disney,1,0.6588266321576479,0.116987910201853,0.8492063453128176,6750,no,4780
estonian,danés,8,0.5879087889596468,0.1242771838801708,0.8254989727126754,6671,no,187
ethiopia,somalia,9,0.6419012895183227,0.146797301365535,0.8138740159266341,6601,no,1566
geometry,geometría,0,0.7988352116533586,0.0,1.0,6345,yes,55491
modes,configurables,4,0.5205480711646663,0.1589495689569484,0.7660778204785228,6358,no,127220
scorer,goleadora,8,0.6609518458753021,0.075861538668944,0.8970410415170892,6891,no,24786
philosophers,epistemólogos,2,0.7395765904482129,0.0894473808445607,0.8921051936470822,7075,no,39041
